budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
"$25,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",64639,en,Straw Dogs,7.473455,2011-09-16,10324441,110,Released,Everyone Has A Breaking Point,Straw Dogs,5.5,144
"$25,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9903,en,The Hoax,5.073536,2006-10-14,11772461,116,Released,Never let the truth get in the way of a good story.,The Hoax,6.4,60
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",21338,en,Stone Cold,3.623002,1991-05-17,0,92,Released,A cop who enforces his own brand of justice.,Stone Cold,5.7,34
"$32,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",20766,en,The Road,41.075532,2009-11-25,27635305,111,Released,In a moment the world changed forever.,The Road,6.8,1087
"$25,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",24264,en,Sheena,4.020194,1984-08-17,5778353,117,Released,,Sheena,5,22
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19803,en,Underclassman,2.083856,2005-09-02,0,95,Released,,Underclassman,5.5,28
"$25,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20309,en,Say It Isn't So,2.909346,2001-03-12,0,95,Released,,Say It Isn't So,4.8,47
"$25,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",9912,en,The World's Fastest Indian,8.450513,2005-10-12,0,127,Released,,The World's Fastest Indian,7.3,166
"$25,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9067,en,Tank Girl,8.186936,1995-03-31,4064495,98,Released,"In 2033, justice rides a tank and wears lip gloss.",Tank Girl,5.5,138
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",27360,en,King's Ransom,5.079017,2005-04-22,0,95,Released,,King's Ransom,5.1,14
"$25,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8338,en,Blindness,17.603823,2008-05-14,19844979,121,Released,,Blindness,6.4,387
"$25,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",168705,en,BloodRayne,7.008216,2005-10-22,2405420,95,Released,Revenge never tasted so sweet.,BloodRayne,3.5,118
"$25,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",72113,en,Carnage,20.011435,2011-09-16,27603069,80,Released,A new comedy of no manners,Carnage,7,738
"$25,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9729,en,Where the Truth Lies,4.051221,2005-10-07,0,107,Released,,Where the Truth Lies,5.9,66
$0.00,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",94352,en,Cirque du Soleil: Worlds Away,5.987486,2012-11-09,34153101,91,Released,Experience a Journey Like Never Before,Cirque du Soleil: Worlds Away,6.1,58
"$25,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",22256,en,Without Limits,3.849873,1998-09-11,777423,117,Released,PRE. The way he competed. The way he lived his life.,Without Limits,6.2,19
"$25,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12404,en,Me and Orson Welles,3.593165,2009-11-25,2336172,114,Released,If you want to discover life learn from the master,Me and Orson Welles,6.6,49
"$13,500,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",152742,en,La migliore offerta,30.058263,2013-01-01,19255873,124,Released,A Master of Possession. A Crime of Obsession,The Best Offer,7.7,704
"$25,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",11699,en,The Bad Lieutenant: Port of Call - New Orleans,17.339852,2009-09-11,10589102,122,Released,The only criminal he can't catch is himself.,The Bad Lieutenant: Port of Call - New Orleans,6,326
$0.00,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",49953,en,Sammy's avonturen: De geheime doorgang,15.805449,2010-08-03,0,88,Released,He's Turtly Amazing,A Turtle's Tale: Sammy's Adventures,5.6,151
"$25,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",48034,fr,Les petits mouchoirs,15.279021,2010-10-20,48531470,154,Released,The one thing friends can't escape is a few home truths.,Little White Lies,7.1,380
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",39845,en,Love Ranch,5.000126,2010-06-30,0,117,Released,When It Comes To Love... Everyone Pays A Price.,Love Ranch,6,21
$0.00,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}]",25353,fr,La véritable histoire du Chat Botté,1.684948,2009-04-01,0,82,Released,,The True Story of Puss 'n Boots,3.8,7
"$25,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",36696,ru,Белка и Стрелка. Звёздные собаки,5.753564,2010-03-18,6500000,85,Released,,Space Dogs,6.3,10
"$25,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",109091,en,The Counselor,35.022029,2013-10-25,71009334,117,Released,Sin Is A Choice.,The Counselor,5,712
"$25,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",38543,en,Ironclad,12.31708,2011-03-03,0,121,Released,Heavy metal goes medieval.,Ironclad,6.2,227
"$25,000,000.00","[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",33157,en,Waterloo,1.894749,1970-10-26,3052000,128,Released,,Waterloo,7,31
"$25,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",290864,cn,一個人的武林,6.895866,2014-10-31,0,100,Released,Kung Fu is a Skill for Killing,Kung Fu Jungle,6.5,114
"$25,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",242166,en,Red Sky,3.344158,2014-03-12,0,100,Released,Go Rogue,Red Sky,4.1,26
"$14,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",859,en,Dangerous Liaisons,14.480628,1988-12-16,34670720,119,Released,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,Dangerous Liaisons,7,257
"$25,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",83770,en,On the Road,14.613152,2012-05-22,8784318,137,Released,The best teacher is experience.,On the Road,5.5,301
"$24,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",168,en,Star Trek IV: The Voyage Home,22.258428,1986-11-25,133000000,119,Released,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,6.9,477
"$24,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",1246,en,Rocky Balboa,30.445257,2006-12-20,155721132,102,Released,It ain't over 'til it's over.,Rocky Balboa,6.5,835
"$24,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",4233,en,Scream 2,35.244037,1997-12-09,172363301,120,Released,Someone has taken their love of sequels one step too far.,Scream 2,6.1,840
"$25,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",174751,en,Jane Got a Gun,15.333575,2016-01-01,1397284,98,Released,,Jane Got a Gun,5.4,285
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",184098,en,Think Like a Man Too,15.237142,2014-06-20,70181428,105,Released,,Think Like a Man Too,6.4,225
"$41,300,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2069,en,The Whole Nine Yards,23.441135,2000-02-18,106371651,98,Released,"In the heart of suburbia, a hit man with heart has just moved in.",The Whole Nine Yards,6.2,531
"$8,200,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1788,en,Footloose,25.03414,1984-02-17,80035402,107,Released,,Footloose,6.4,505
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",11635,en,Old School,24.70166,2003-02-21,87055349,91,Released,"All the fun of college, none of the education.",Old School,6.6,541
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",177,en,The Fisher King,16.146572,1991-09-09,41895491,137,Released,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,7.2,341
"$65,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3600,en,I Still Know What You Did Last Summer,20.793026,1998-11-13,40002112,100,Released,Someone is dying for a second chance.,I Still Know What You Did Last Summer,5.1,374
"$24,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2621,en,Return to Me,5.771479,2000-04-07,36609995,115,Released,A comedy straight from the heart,Return to Me,6.1,67
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",10358,en,Zack and Miri Make a Porno,27.326466,2008-09-18,42105111,102,Released,What would you do to get out of debt?,Zack and Miri Make a Porno,6.1,721
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10480,en,Nurse Betty,3.572339,2000-09-08,0,108,Released,She's chasing a dream... they're chasing her.,Nurse Betty,5.9,111
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",10313,en,The Men Who Stare at Goats,20.69219,2009-10-17,68729358,93,Released,No goats. No glory.,The Men Who Stare at Goats,5.9,742
$0.00,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",18828,en,Double Take,1.903405,2001-01-12,0,88,Released,One big shot. One big mouth. The switch is on.,Double Take,5.5,24
"$40,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",3558,en,"Girl, Interrupted",10.713521,1999-12-21,0,127,Released,"The crazy thing is, you're not crazy.","Girl, Interrupted",7.6,721
"$17,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",13476,en,Win a Date with Tad Hamilton!,7.701041,2004-01-23,16980098,95,Released,"In every love story, there's only room for one leading man.",Win a Date with Tad Hamilton!,5.5,160
"$24,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",10208,en,Muppets from Space,6.589193,1999-07-14,16290976,87,Released,Space. It's not as deep as you think.,Muppets from Space,5.8,92
"$24,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",24961,en,The Wiz,2.753313,1978-10-24,21049053,134,Released,From the book that's an American tradition… from the smash-hit Broadway show… the entertainment of the year!,The Wiz,5.9,58
"$24,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",20697,en,Ready to Rumble,3.113009,2000-04-07,12372410,107,Released,They're headed to the big time...face first.,Ready to Rumble,4.7,49
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",20761,en,Play It to the Bone,5.566203,1999-12-25,8434146,124,Released,,Play It to the Bone,5.7,53
"$24,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",70868,en,I Don't Know How She Does It,8.630825,2011-09-16,30551495,89,Released,"If it were easy, men would do it too.",I Don't Know How She Does It,5,141
"$24,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",43593,en,Piranha 3D,23.343839,2010-08-20,83188165,88,Released,There's something in the water.,Piranha 3D,5.3,581
"$23,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6478,en,Beyond the Sea,6.138213,2004-12-17,0,118,Released,"In the era of cool, Bobby Darin was the soundtrack.",Beyond the Sea,6.5,55
"$24,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",40688,en,Meet the Deedles,2.353441,1998-03-27,4562146,93,Released,Fish out of water...Surfers in Yellowstone,Meet the Deedles,4.1,19
"$28,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",26672,en,The Thief and the Cobbler,2.439184,1993-09-23,669276,72,Released,,The Thief and the Cobbler,6.8,26
$0.00,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",45881,en,The Bridge of San Luis Rey,0.515677,2004-01-01,0,120,Released,,The Bridge of San Luis Rey,5.4,15
"$24,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",41283,en,Faster,26.324874,2010-11-23,23081726,98,Released,Slow Justice is no Justice,Faster,6.1,568
"$24,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",4935,ja,ハウルの動く城,49.549984,2004-11-19,234710455,119,Released,The two lived there,Howl's Moving Castle,8.2,1991
"$23,600,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",19908,en,Zombieland,57.300674,2009-10-07,102391382,88,Released,This place is so dead,Zombieland,7.2,3550
"$23,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",10663,en,The Waterboy,23.839127,1998-11-06,185991646,90,Released,You can mess with him. But don't mess with his water.,The Waterboy,5.9,512
"$18,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1891,en,The Empire Strikes Back,78.51783,1980-05-17,538400000,124,Released,The Adventure Continues...,The Empire Strikes Back,8.2,5879
"$19,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9737,en,Bad Boys,33.872182,1995-04-07,141407024,118,Released,Whatcha gonna do?,Bad Boys,6.5,1699
"$23,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",37137,en,The Naked Gun 2½: The Smell of Fear,27.33256,1991-06-28,86930411,85,Released,If you see only one movie this year...you ought to get out more often,The Naked Gun 2½: The Smell of Fear,6.6,546
"$23,000,000.00","[{""id"": 27, ""name"": ""Horror""}]",9532,en,Final Destination,38.799596,2000-03-16,53302314,98,Released,No accidents. No coincidences. No escapes. You can't cheat death.,Final Destination,6.4,1378
"$12,500,000.00","[{""id"": 18, ""name"": ""Drama""}]",10316,en,The Ides of March,20.317469,2011-09-24,75993061,101,Released,Ambition seduces. Power corrupts.,The Ides of March,6.5,910
"$23,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2787,en,Pitch Black,18.493202,2000-02-18,53187659,108,Released,Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,6.7,1789
"$23,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",12658,en,Someone Like You...,7.901891,2001-03-30,0,97,Released,The story about the one that got away and the one she never saw coming.,Someone Like You...,6,118
"$23,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",152601,en,Her,53.682367,2013-12-18,47351251,126,Released,A Spike Jonze Love Story,Her,7.9,4097
"$23,000,000.00","[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",10866,en,Joy Ride,11.183197,2001-10-05,36642838,97,Released,"It was just a joke, just for fun.",Joy Ride,6.3,325
"$25,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",227707,en,The Adventurer: The Curse of the Midas Box,8.842722,2013-12-05,6399,99,Released,The new name for adventure.,The Adventurer: The Curse of the Midas Box,5.1,73
"$23,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",21349,en,Anywhere But Here,8.976738,1999-11-12,18653615,114,Released,A story of a mother who knows best... and a daughter who knows better.,Anywhere But Here,5.9,66
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19150,en,The Crew,2.634119,2000-08-21,0,88,Released,,The Crew,6.4,11
"$23,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",70435,en,Haywire,26.257951,2011-11-06,33372606,93,Released,They left her no choice.,Haywire,5.6,505
"$23,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",580,en,Jaws: The Revenge,12.777008,1987-07-17,51881013,89,Released,"This time, it’s personal.",Jaws: The Revenge,3.5,224
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",9819,en,Marvin's Room,6.130231,1996-12-18,0,98,Released,A story about the years that keep us apart... And the moments that bring us together.,Marvin's Room,6.6,124
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",13579,en,The Longshots,4.030724,2008-08-22,0,94,Released,,The Longshots,6.5,11
"$23,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",20024,en,The End of the Affair,6.921263,1999-12-03,10827816,102,Released,,The End of the Affair,6.6,55
"$23,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2453,en,Harley Davidson and the Marlboro Man,12.869436,1991-08-23,7434726,98,Released,When the going gets tough... the tough take the law into their own hands.,Harley Davidson and the Marlboro Man,6.1,82
"$23,000,000.00","[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",6973,en,In the Valley of Elah,15.676123,2007-08-31,29541790,124,Released,Sometimes finding the truth is easier than facing it.,In the Valley of Elah,6.6,261
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",11156,fr,Coco avant Chanel,8.426589,2009-04-22,0,110,Released,Before she was France's famous mademoiselle...,Coco Before Chanel,6.6,246
"$11,000,000.00","[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",354110,en,Forsaken,11.071522,2015-09-16,0,90,Released,,Forsaken,5.8,101
"$23,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",22215,en,Chéri,5.494047,2009-02-10,9366227,86,Released,,Cheri,5.9,56
"$23,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11632,en,Vanity Fair,6.618149,2004-09-01,16123851,141,Released,"On September 1st, a heroine will rise.",Vanity Fair,5.5,73
"$23,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",30596,cn,十月圍城,7.876883,2009-12-18,5837674,139,Released,"To save a nations future, they must protect one man from its past.",Bodyguards and Assassins,6.5,57
"$25,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3021,en,1408,35.169779,2007-07-12,94679598,104,Released,The only demons in room 1408 are those within you.,1408,6.5,1343
"$22,700,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",957,en,Spaceballs,39.890798,1987-06-24,38119483,96,Released,May the schwartz be with you,Spaceballs,6.7,902
"$22,500,000.00","[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",256917,en,The Water Diviner,22.096286,2014-12-25,15520023,112,Released,To honour a promise. To find his sons. To make his peace.,The Water Diviner,6.8,431
"$22,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",251,en,Ghost,41.967005,1990-07-12,505000000,127,Released,A love that will last forever.,Ghost,6.9,1339
"$23,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",544,en,There's Something About Mary,57.110486,1998-07-15,369884651,119,Released,Love Is In The Hair.,There's Something About Mary,6.5,1590
"$22,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11395,en,The Santa Clause,16.234053,1994-11-10,189833357,97,Released,What if your dad was Santa Claus?,The Santa Clause,6.3,489
"$20,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",14635,en,The Rookie,11.263361,2002-03-25,75597042,127,Released,Sometimes dreams come back to life.,The Rookie,6.5,110
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13680,en,The Game Plan,20.699212,2007-09-28,147880543,110,Released,"Half his size, twice the trouble ... and she's moving in.",The Game Plan,6,428
"$24,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",688,en,The Bridges of Madison County,17.606087,1995-05-28,182016617,135,Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,385
"$22,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",11090,en,The Animal,13.786075,2001-06-01,84772742,84,Released,He wasn't much of a man... Now he's not much of an animal!,The Animal,4.6,304
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",783,en,Gandhi,35.227212,1982-11-30,77737889,191,Released,His triumph changed the world forever.,Gandhi,7.4,716
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",228194,en,The Hundred-Foot Journey,27.898438,2014-08-06,88880821,122,Released,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,7.3,508
"$22,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",1642,en,The Net,23.218144,1995-07-28,110627965,114,Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,5.6,354
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",10950,en,I Am Sam,26.071644,2001-12-28,92542418,132,Released,love is all you need,I Am Sam,7.2,530
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",235260,en,Son of God,9.175762,2014-02-28,67800064,138,Released,Their Empire. His Kingdom.,Son of God,5.9,83
"$22,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",277,en,Underworld,81.829237,2003-09-19,95708457,121,Released,Underworld,Underworld,6.6,2512
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",8999,en,Derailed,17.7091,2005-11-11,57479076,108,Released,He never saw it coming.,Derailed,6.1,319
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11323,en,The Informant!,17.772518,2009-09-18,35424826,108,Released,Based on a tattle-tale.,The Informant!,6,301
"$22,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10445,en,Shadowlands,5.609755,1993-12-25,0,131,Released,,Shadowlands,6.8,61
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",11453,en,Deuce Bigalow: European Gigolo,10.259461,2005-08-06,22400154,83,Released,For the women of Europe... The price of love just got a lot cheaper.,Deuce Bigalow: European Gigolo,4.7,225
"$26,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",146239,en,Delivery Man,30.114383,2013-10-10,51164106,105,Released,You're never quite ready for what life delivers.,Delivery Man,6.2,551
$0.00,"[{""id"": 53, ""name"": ""Thriller""}]",205588,en,Our Kind of Traitor,10.547959,2016-05-05,9930095,108,Released,Who Can You Trust With The Truth?,Our Kind of Traitor,6,160
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",10878,en,Saving Silverman,12.887673,2001-02-09,19351569,90,Released,They swore nothing would come between them. Then evil walked in the door,Saving Silverman,5.4,154
"$22,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",82650,en,Diary of a Wimpy Kid: Dog Days,13.410919,2012-08-02,77112176,94,Released,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6,223
